Word,Count,POS,Antonyms
thermic,7,adjective,nonthermal
thermoplastic,13,adjective,thermosetting
thermoset,9,adjective,thermoplastic
thermosetting,13,adjective,thermoplastic
thick,5,adjective,thin|thin
thick,5,adverb,thinly
thicken,7,verb,thin|thin
thickened,9,verb,thin|thin
thickening,10,verb,thin|thin
thickly,7,adverb,thinly|thinly|thinly
thickness,9,noun,thinness|thinness
thin,4,verb,thicken|thicken|gain
thin,4,adjective,thick|fat|thick|full
thin,4,adverb,thickly
thin person,11,noun,fat person
think,5,verb,forget
think of,8,verb,forget
thinkable,9,adjective,unthinkable
thinking,8,verb,forget
thinly,6,adverb,thickly|thickly|thickly
thinned,7,verb,thicken|thicken|gain
thinner,7,adjective,thick|fat|thick|full
thinness,8,noun,thickness|fatness|thickness
thinning,8,verb,thicken|thicken|gain
thirsty,7,adjective,hungry
thither,7,adverb,here
thought,7,verb,forget
thoughtful,10,adjective,thoughtless|heedless
thoughtfully,12,adverb,thoughtlessly|thoughtlessly
thoughtfulness,14,noun,inconsideration;thoughtlessness|unthoughtfulness
thoughtless,11,adjective,thoughtful
thoughtlessly,13,adverb,thoughtfully|thoughtfully
thoughtlessness,15,noun,consideration;thoughtfulness|thoughtfulness
three-dimensional,17,adjective,linear
three-piece,11,adjective,one-piece
thrifty,7,adjective,wasteful
throne,6,verb,dethrone
through empirical observation,29,adverb,theoretically
throw in,8,verb,enter
throw in the towel,18,verb,enter
throw overboard,15,verb,claim
throw up,8,verb,keep down
thyrotoxicosis,14,noun,hypothyroidism
tick over,9,verb,run
tide,4,verb,ebb
tidiness,8,noun,untidiness|untidiness
tidings,7,verb,ebb
tidy,4,adjective,untidy
tie,3,verb,untie|disconnect
tie in,6,verb,dissociate
tied,4,verb,untie|disconnect
tied,4,adjective,untied|unlaced
tight,5,adjective,loose|leaky
tight money,11,noun,easy money
tightening,10,noun,loosening
tightness,9,noun,distribution|looseness
timbered,8,adjective,untimbered
time off,8,noun,work time
time to come,12,noun,past
timeliness,10,noun,unseasonableness;untimeliness|inopportuneness
timid,5,noun,brave
timid,5,adjective,bold|confident
timidity,8,noun,boldness
timorousness,12,noun,boldness
tipped,6,adjective,untipped
tipsiness,9,noun,soberness
tire,4,verb,refresh|interest
tire out,8,verb,refresh
tired,5,verb,refresh|interest
tired,5,adjective,rested
tiring,6,verb,refresh|interest
to a greater extent,19,adverb,less
to a higher place,17,adverb,below
to a lesser extent,18,adverb,more
to a lower place,16,adverb,above
to both ears,12,adverb,monaurally
to one ear,10,adverb,binaurally
to the highest degree,21,adverb,least
to the lowest degree,20,adverb,most
toadstool,9,noun,mushroom
tobacco user,12,noun,nonsmoker
toed,4,adjective,toeless
toeless,7,adjective,toed
tog,3,verb,undress
tog out,7,verb,underdress;dress down
tog up,6,verb,underdress;dress down
togged,6,verb,undress
togs,4,verb,undress
tolerable,9,adjective,intolerable
tolerably,9,adverb,unacceptably;intolerably
tolerance,9,noun,unpermissiveness|intolerance
tolerant,8,adjective,intolerant
tolerantly,10,adverb,intolerantly
tonal,5,adjective,atonal
tonality,8,noun,atonality
tone,4,noun,atonicity
toned,5,adjective,toneless
toneless,8,adjective,toned
tongue,6,noun,artificial language
tongued,7,adjective,tongueless
tongueless,10,adjective,tongued
tonic,5,adjective,atonic
tonicity,8,noun,atonicity
tonus,5,noun,atonicity
too soon,8,adverb,late
toothed,7,adjective,toothless
toothless,9,adjective,toothed
toothsome,9,adjective,unpalatable
top,3,noun,bottom
top,3,adjective,bottom
top of the inning,17,noun,bottom
top out,7,verb,bottom out
top-down,8,adjective,bottom-up
toper,5,noun,nondrinker
topless,7,adjective,topped
topped,6,adjective,topless
tops,4,noun,bottom
totally,7,adverb,partly
touch on,8,verb,break
touchable,9,adjective,intangible
touched,7,adjective,untouched|unmoved
tough,5,adjective,tender|tender|tender
tough luck,10,noun,good fortune;good luck
toughened,9,adjective,tender|untempered
toxic,5,adjective,nontoxic
traceable,9,adjective,untraceable
trackable,9,adjective,untraceable
tracked,7,adjective,trackless
trackless,9,adjective,tracked
tractability,12,noun,intractability
tractable,9,adjective,intractable
tractableness,13,noun,intractability
trade book,10,noun,text edition
trade edition,13,noun,text edition
traditional,11,adjective,nontraditional
tragedy,7,noun,comedy
trained,7,adjective,untrained
tramontane,10,adjective,cismontane
tranquilize,11,verb,agitate|stimulate
tranquilizing,13,verb,agitate|stimulate
tranquillise,12,verb,agitate|stimulate
tranquillising,14,verb,agitate|stimulate
tranquillize,12,verb,agitate|stimulate
tranquillizing,14,verb,agitate|stimulate
transeunt,9,adjective,immanent
transgress,10,verb,keep
transient,9,adjective,immanent
transitive,10,adjective,intransitive
transitively,12,adverb,intransitively
transitiveness,14,noun,intransitivity
transitivise,12,verb,detransitivize
transitivity,12,noun,intransitivity
transitivize,12,verb,detransitivize
translatable,12,adjective,untranslatable
translational,13,adjective,nontranslational
transmontane,12,adjective,cismontane
transonic,9,adjective,subsonic
transparence,12,noun,opacity
transparency,12,noun,opacity
transport,9,verb,disenchant
trapezium,9,noun,parallelogram
travel,6,verb,stay in place
traveled,8,verb,stay in place
traveled,8,adjective,untraveled
traveling,9,verb,stay in place
travelled,9,verb,stay in place
travelling,10,verb,stay in place
treated,7,adjective,untreated|untreated|untempered
treeless,8,adjective,wooded
tree-living,11,adjective,nonarboreal
tribalisation,13,noun,detribalization;detribalisation
tribalization,13,noun,detribalization;detribalisation
tributary,9,noun,distributary
trick out,9,verb,underdress;dress down
trick up,8,verb,underdress;dress down
triclinic,9,adjective,monoclinic
trimmed,7,adjective,untrimmed
trinuclear,10,adjective,mononuclear
trinucleate,11,adjective,mononuclear
trinucleated,12,adjective,mononuclear
triumph,7,noun,defeat
troubled,8,adjective,untroubled
true statement,14,noun,falsehood
true-false,10,adjective,multiple-choice
trueness,8,noun,falsity|disloyalty
truly,5,adverb,insincerely
trust,5,noun,distrust
trust,5,verb,mistrust
trusted,7,verb,mistrust
trustful,8,adjective,distrustful
trustfully,10,adverb,distrustfully
trustfulness,12,noun,distrust
trustiness,10,noun,untrustworthiness;untrustiness
trusting,8,verb,mistrust
trusting,8,adjective,distrustful
trustingly,10,adverb,distrustfully
trustingness,12,noun,distrust
trustworthiness,15,noun,untrustworthiness;untrustiness
trustworthy,11,adjective,untrustworthy
trusty,6,adjective,untrustworthy
truth,5,noun,falsity|falsehood|inaccuracy
truthful,8,adjective,untruthful
truthfully,10,adverb,untruthfully
truthfulness,12,noun,untruthfulness
tubed,5,adjective,tubeless
tubeless,8,adjective,tubed
tucked,6,adjective,untucked
tune,4,verb,untune
tune up,7,verb,untune
tuneful,7,adjective,tuneless
tunefully,9,adverb,unmelodiously
tuneless,8,adjective,tuneful
tuning,6,verb,untune
turn,4,verb,unbend
turn a loss,11,verb,profit
turn a profit,13,verb,lose
turn away,9,verb,admit
turn down,9,verb,accept|admit
turn in,7,verb,get up;turn out
turn off,8,verb,switch on
turn on,7,verb,switch off|calm
turn out,8,verb,switch on|go to bed;turn in
turn up,7,verb,unfold
turned,6,verb,unbend
turned,6,adjective,unturned
turning,7,verb,unbend
twine,5,verb,untwine|unwind|untwist
twist,5,verb,unbend|untwist
twisted,7,verb,unbend|untwist
twisting,8,verb,unbend|untwist
two-dimensional,15,adjective,cubic
two-footed,10,adjective,quadrupedal;quadruped
two-handed,10,adjective,right-handed
two-piece,9,adjective,three-piece
two-sided,9,adjective,nonreversible
two-year,8,adjective,perennial
tying,5,verb,untie|disconnect
type,4,noun,antitype
typewriter font,15,noun,proportional font
typical,7,adjective,atypical
typicality,10,noun,atypicality
typically,9,adverb,atypically
uglify,6,verb,beautify
ugliness,8,noun,beauty
ugly,4,adjective,beautiful
ultimate,8,adjective,proximate
ultra vires,11,adjective,intra vires
unable,6,adjective,able
unabridged,10,adjective,abridged
unabused,8,adjective,abused
unaccented,10,adjective,tonic
unacceptability,15,noun,acceptability
unacceptable,12,adjective,acceptable
unacceptableness,16,noun,acceptability
unacceptably,12,adverb,acceptably;tolerably
unaccessible,12,adjective,accessible
unaccommodating,15,adjective,accommodating
unaccompanied,13,adjective,accompanied|accompanied
unaccustomed,12,adjective,accustomed
unacknowledged,14,adjective,acknowledged
unacquisitive,13,adjective,acquisitive
unactable,9,adjective,actable
unadaptability,14,noun,adaptability
unadaptable,11,adjective,adaptable
unaddicted,10,adjective,addicted
unaddressed,11,adjective,addressed
unadjusted,10,adjective,adjusted
unadoptable,11,adjective,adoptable
unadorned,9,adjective,adorned
unadventurous,13,adjective,adventurous
unadvisable,11,adjective,advisable
unadvised,9,adjective,well-advised
unaesthetic,11,adjective,aesthetic
unaffected,10,adjective,affected|moved|affected
unaffectedness,14,noun,affectedness
unaffixed,9,adjective,affixed
unafraid,8,adjective,afraid|insecure
unaggressive,12,adjective,aggressive
unagitated,10,adjective,agitated|agitated
unairworthy,11,adjective,airworthy
unalarming,10,adjective,alarming
unalert,7,adjective,alert
unalienable,11,adjective,alienable
unalike,7,adjective,alike
unalterability,14,noun,alterability
unalterable,11,adjective,alterable
unaltered,9,adjective,altered
unambiguity,11,noun,ambiguity;equivocalness
unambiguous,11,adjective,ambiguous|equivocal
unambiguously,13,adverb,ambiguously
unambitious,11,adjective,ambitious
unambitiously,13,adverb,ambitiously
unamended,9,adjective,amended
unanalyzed,10,adjective,analyzed
unangry,7,adjective,angry
unanimated,10,adjective,animated
unapologetic,12,adjective,apologetic
unappealable,12,adjective,appealable
unappealing,11,adjective,sympathetic|appealing
unappealingly,13,adverb,appealingly
unappendaged,12,adjective,appendaged
unappetising,12,adjective,appetizing
unappetisingness,16,noun,appetizingness
unappetizing,12,adjective,appetizing
unappetizingness,16,noun,appetizingness
unappreciatively,16,adverb,gratefully;appreciatively
unapproachability,17,noun,approachability
unapproachable,14,adjective,approachable
unarbitrary,11,adjective,arbitrary
unargumentative,15,adjective,argumentative
unarmed,7,adjective,armed|armed
unarmored,9,adjective,armored|armored
unarmoured,10,adjective,armored|armored
unarticulate,12,adjective,articulate
unarticulated,13,adjective,articulated
unascribable,12,adjective,attributable
unashamed,9,adjective,ashamed
unashamedly,11,adverb,ashamedly
unassertive,11,adjective,assertive
unassertively,13,adverb,assertively
unassigned,10,adjective,assigned
unassisted,10,adjective,assisted
unattached,10,adjective,attached
unattractive,12,adjective,attractive
unattractively,14,adverb,attractively
unattractiveness,16,noun,attractiveness
unattributable,14,adjective,attributable
unauthorised,12,adjective,authorized
unauthorized,12,adjective,authorized
unavailability,14,noun,accessibility;availability
unavailable,11,adjective,available
unavenged,9,adjective,avenged
unawakened,10,adjective,awakened
unaware,7,adjective,aware
unawed,6,adjective,awed
unbalance,9,noun,balance
unbalance,9,verb,balance
unbalanced,10,verb,balance
unbalanced,10,adjective,balanced
unbalconied,11,adjective,balconied
unbanded,8,adjective,banded
unbaptised,10,adjective,baptized
unbaptized,10,adjective,baptized
unbar,5,verb,bar
unbarred,8,verb,bar
unbarreled,10,adjective,barreled
unbarrelled,11,adjective,barreled
unbearable,10,adjective,tolerable
unbecomingly,12,adverb,decorously
unbecomingness,14,noun,becomingness
unbelief,8,noun,belief
unbelievable,12,adjective,credible
unbelievably,12,adverb,credibly;believably|believably
unbelievingly,13,adverb,credulously;believingly
unbelt,6,verb,belt
unbelted,8,verb,belt
unbelted,8,adjective,belted
unbend,6,verb,bend|bend|tense
unbending,9,verb,bend|bend|tense
unbeneficed,11,adjective,beneficed
unbent,6,verb,bend|bend|tense
unbind,6,verb,bind
unblemished,11,adjective,blemished
unblended,9,adjective,blended
unblock,7,verb,block;freeze
unbodied,8,adjective,bodied
unbolt,6,verb,bolt
unbolted,8,verb,bolt
unbordered,10,adjective,bordered
unborn,6,adjective,born
unbound,7,verb,bind
unbound,7,adjective,bound|bound
unbounded interval,18,noun,closed interval
unboundedness,13,noun,finiteness
unbox,5,verb,box
unbrace,7,verb,tie
unbraced,8,verb,tie
unbraid,7,verb,braid
unbrainwashed,13,adjective,brainwashed
unbranded,9,adjective,branded
unbreakable,11,adjective,breakable
unbreakableness,15,noun,breakableness
unbridgeable,12,adjective,bridgeable
unbridle,8,verb,bridle
unbridled,9,verb,bridle
unbroken,8,adjective,broken|plowed|broken|broken
unbuckle,8,verb,buckle
unburden,8,verb,burden
unburdened,10,verb,burden
unburdened,10,adjective,burdened
unburied,8,adjective,buried
unbutton,8,verb,button
unbuttoned,10,verb,button
unbuttoned,10,adjective,buttoned
uncamphorated,13,adjective,camphorated
uncared-for,11,adjective,cared-for
uncarpeted,10,adjective,carpeted
uncarved,8,adjective,carved
uncase,6,verb,dress
uncastrated,11,adjective,castrated
uncaulked,9,adjective,caulked
uncensored,10,adjective,censored
unceremoniously,15,adverb,ceremoniously
unceremoniousness,17,noun,ceremoniousness
uncertain,9,adjective,certain;sure|certain|sealed|certain
uncertainly,11,adverb,steadily
uncertainness,13,noun,certainty
uncertainty,11,noun,certainty|certainty
uncertified,11,adjective,certified
unchain,7,verb,chain
unchained,9,verb,chain
unchangeability,15,noun,changeableness
unchangeable,12,adjective,changeable
unchangeableness,16,noun,changeableness
unchanged,9,adjective,changed|altered
unchangingness,14,noun,changeableness
uncharacteristic,16,adjective,characteristic
uncharacteristically,20,adverb,characteristically
uncharged,9,adjective,charged
uncharitable,12,adjective,charitable
unchartered,11,adjective,chartered
unchaste,8,adjective,chaste
uncheerful,10,adjective,cheerful
uncheerfulness,14,noun,cheerfulness|cheerfulness
unchivalrously,14,adverb,chivalrously
unchristian,11,adjective,christian
unchurch,8,verb,communicate
uncivil,7,adjective,civil
uncivilly,9,adverb,civilly
unclad,6,verb,dress
unclasp,7,verb,clasp
unclassified,12,adjective,classified|classified
uncle,5,noun,aunt
unclean,7,adjective,clean|clean
uncleanliness,13,noun,cleanliness
uncleanness,11,noun,cleanness
unclear,7,adjective,well-defined|clear
uncleared,9,adjective,cleared
unclearness,11,noun,clearness
unclimbable,11,adjective,scalable
unclip,6,verb,clip
unclog,6,verb,clog
unclogged,9,verb,clog
unclothe,8,verb,dress
unclothed,9,verb,dress
unclothed,9,adjective,clothed
uncloudedness,13,noun,opacity
unclutter,9,verb,clutter
uncluttered,11,verb,clutter
unco,4,adverb,unremarkably
uncoated,8,adjective,coated
uncoil,6,verb,coil
uncoiled,8,verb,coil
uncoiled,8,adjective,coiled
uncollected,11,adjective,collected;gathered
uncolored,9,adjective,colored
uncoloured,10,adjective,colored
uncolumned,10,adjective,columned
uncombed,8,adjective,combed
uncombined,10,adjective,combined
uncomfortable,13,adjective,comfortable|comfortable
uncomfortableness,17,noun,comfort
uncomfortably,13,adverb,comfortably
uncommitted,11,adjective,committed|attached
uncommon,8,adjective,common
uncommonness,12,noun,commonness
uncommunicative,15,adjective,communicative
uncommunicativeness,19,noun,communicativeness
uncomparable,12,adjective,comparable
uncomparably,12,adverb,comparably
uncompartmented,15,adjective,compartmented
uncompassionate,15,adjective,compassionate
uncomplaining,13,adjective,complaining
uncomplainingly,15,adverb,complainingly
uncomplete,10,adjective,complete
uncomplimentary,15,adjective,flattering|complimentary
uncomprehensible,16,adjective,comprehensible
uncompress,10,verb,compress
uncompromising,14,adjective,compromising
unconcealed,11,adjective,concealed
unconcern,9,noun,concern
unconcerned,11,adjective,concerned
unconditional,13,adjective,conditional
unconditionally,15,adverb,conditionally
unconditioned,13,adjective,conditioned|conditional
unconfined,10,adjective,confined
unconfirmed,11,adjective,confirmed
unconformist,12,adjective,conformist
uncongenial,11,adjective,congenial
uncongeniality,14,noun,congeniality
unconnected,11,adjective,connected
unconnectedness,15,noun,connectedness
unconquerable,13,adjective,conquerable
unconscientious,15,adjective,conscientious
unconscientiousness,19,noun,conscientiousness|conscientiousness
unconscious,11,adjective,conscious
unconsciously,13,adverb,consciously
unconsciousness,15,noun,consciousness
unconsolable,12,adjective,consolable
unconstipated,13,adjective,constipated
unconstitutional,16,adjective,constitutional
unconstitutionally,18,adverb,constitutionally
unconstricted,13,adjective,constricted
unconsummated,13,adjective,consummated
uncontaminated,14,adjective,contaminated
uncontaminating,15,adjective,dirty
uncontested,11,adjective,contested
uncontrived,11,adjective,studied
uncontrolled,12,adjective,controlled
uncontroversial,15,adjective,controversial
uncontroversially,17,adverb,controversially
unconventional,14,adjective,conventional|conventional
unconventionality,17,noun,conventionality|conventionality
unconventionally,16,adverb,conventionally
unconvertible,13,adjective,convertible
unconvinced,11,adjective,convinced
unconvincing,12,adjective,convincing
unconvincingly,14,adverb,convincingly
uncooperative,13,adjective,cooperative
uncork,6,verb,cork
uncorrected,11,adjective,corrected
uncouple,8,verb,couple
uncoupled,9,verb,couple
uncousinly,10,adjective,cousinly
uncover,7,verb,cover
uncovered,9,verb,cover
uncovering,10,verb,cover
uncrannied,10,adjective,crannied
uncrate,7,verb,crate
uncreative,10,adjective,creative
uncreativeness,14,noun,creativeness
uncritical,10,adjective,critical|critical
uncritically,12,adverb,critically
uncross,7,verb,cross
uncrossed,9,verb,cross
uncrossed,9,adjective,crossed|crossed
uncrowded,9,adjective,crowded
uncrowned,9,adjective,crowned|crowned
uncrystallised,14,adjective,crystallized
uncrystallized,14,adjective,crystallized
uncultivated,12,adjective,cultivated
uncurtained,11,adjective,curtained
uncut,5,adjective,trimmed|mown|cut|cut|cut
undamaged,9,adjective,damaged
undatable,9,adjective,datable
undeceive,9,verb,deceive
undeceived,10,verb,deceive
undecipherably,14,adverb,legibly
undeciphered,12,adjective,deciphered
undeclared,10,adjective,declared
undecorated,11,adjective,adorned
undedicated,11,adjective,dedicated
undefeated,10,adjective,defeated
undefined,9,adjective,defined
undelineated,12,adjective,delineated
undemanding,11,adjective,demanding
undemocratic,12,adjective,democratic
undemocratically,16,adverb,democratically
undemonstrative,15,adjective,demonstrative
undeniable,10,adjective,deniable
undependability,15,noun,dependability;dependableness;reliability;reliableness
undependable,12,adjective,reliable;dependable
undependableness,16,noun,dependability;dependableness;reliability;reliableness
undependably,12,adverb,faithfully;dependably;reliably
underachievement,16,noun,overachievement
underact,8,verb,overact
underage,8,adjective,major
underarm,8,adjective,overhand
underbid,8,verb,outbid|overbid
undercharge,11,verb,overcharge
underdress,10,verb,overdress|dress up;overdress
underdressed,12,verb,overdress|dress up;overdress
underestimate,13,verb,overvalue;overestimate|overestimate
underexpose,11,verb,overexpose|overexpose
undergarment,12,noun,overgarment
underhand,9,adjective,overhand
underhanded,11,adjective,overhand
underived,9,adjective,derived
underpay,8,verb,overpay
underplay,9,verb,overact
underprivileged,15,adjective,privileged
underrate,9,verb,overestimate
underrating,11,verb,overestimate
undershoot,10,verb,overshoot
undershot,9,verb,overshoot
underspend,10,verb,overspend|overspend
understandability,17,noun,incomprehensibility
understandably,14,adverb,unintelligibly
understate,10,verb,overstate
understated,11,verb,overstate
understatement,14,noun,overstatement
understock,10,verb,overstock
understood,10,adjective,ununderstood
undervalue,10,verb,overvalue;overestimate|appreciate
undescriptive,13,adjective,descriptive
undeservedly,12,adverb,deservedly
undesigned,10,adjective,designed
undesirability,14,noun,desirability
undesirable,11,adjective,desirable
undesiring,10,adjective,desirous
undesirous,10,adjective,desirous
undetected,10,adjective,detected
undeterminable,14,adjective,determinable
undetermined,12,adjective,determined|determinate
undeveloped,11,adjective,developed|exploited
undifferentiated,16,adjective,differentiated
undignified,11,adjective,dignified
undiluted,9,adjective,diluted
undimmed,8,adjective,dimmed
undiplomatic,12,adjective,diplomatic
undiplomatically,16,adverb,diplomatically
undiscerning,12,adjective,discerning
undiscipline,12,noun,discipline
undiscriminating,16,adjective,discriminating
undistinguishable,17,adjective,distinguishable
undiversified,13,adjective,diversified
undo,4,verb,make|wrap
undock,6,verb,dock|dock
undocumented,12,adjective,documented
undoing,7,verb,make|wrap
undomestic,10,adjective,domestic
undone,6,verb,make|wrap
undrained,9,adjective,drained
undramatic,10,adjective,dramatic
undramatically,14,adverb,dramatically
undress,7,verb,dress
undressed,9,verb,dress
undrinkable,11,adjective,drinkable
undue,5,adjective,due|due
undulatory theory,17,noun,corpuscular theory;corpuscular theory of light
undynamic,9,adjective,dynamic
uneager,7,adjective,eager
unearned,8,adjective,earned
unearned run,12,noun,earned run
uneasy,6,adjective,easy|restful
uneatable,9,adjective,edible
unedifying,10,adjective,edifying
uneducated,10,adjective,educated
uneffective,11,adjective,effective
unemotional,11,adjective,emotional
unemotional person,18,noun,emotional person
unemotionality,14,noun,emotionality
unemotionally,13,adverb,emotionally
unemployable,12,adjective,employable
unemployed,10,adjective,employed
unemployment,12,noun,employment
unenclosed,10,adjective,enclosed
unencumbered,12,adjective,encumbered
unendowed,9,adjective,endowed
unendurable,11,adjective,tolerable
unenforceable,13,adjective,enforceable
unenforced,10,adjective,enforced
unenlightened,13,adjective,enlightened
unenlightening,14,adjective,enlightening|edifying
unenlightenment,15,noun,enlightenment
unenlivened,11,adjective,enlivened
unenrgetic,10,adjective,energetic
unenterprising,14,adjective,enterprising
unenthusiastic,14,adjective,enthusiastic
unenthusiastically,18,adverb,enthusiastically
unequal,7,adjective,equal|adequate
unequally,9,adverb,evenly;equally
unequipped,10,adjective,equipped
unequivocal,11,adjective,equivocal
unequivocally,13,adverb,ambiguously
unequivocalness,15,noun,ambiguity;equivocalness
unerect,7,adjective,erect
unessential,11,adjective,essential
unestablished,13,adjective,established
unethical,9,adjective,ethical
unethically,11,adverb,ethically
uneven,6,adjective,even|even
unevenly,8,adverb,evenly|evenly;equally
unevenness,10,noun,evenness;invariability|evenness
uneventful,10,adjective,eventful
unexchangeability,17,noun,exchangeability
unexchangeable,14,adjective,exchangeable|convertible
unexcitable,11,adjective,excitable
unexcited,9,adjective,excited
unexciting,10,adjective,stimulating|exciting
unexcitingly,12,adverb,excitingly
unexhausted,11,adjective,exhausted
unexpansive,11,adjective,expansive
unexpected,10,adjective,expected
unexpectedly,12,adverb,deliberately
unexpectedness,14,noun,expectedness
unexpendable,12,adjective,expendable
unexpired,9,adjective,expired
unexploited,11,adjective,exploited
unexplorative,13,adjective,exploratory
unexploratory,13,adjective,exploratory
unexportable,12,adjective,exportable
unexpressible,13,adjective,expressible
unextended,10,adjective,extended
unfaceted,9,adjective,faceted
unfair,6,adjective,fair
unfairly,8,adverb,fairly
unfairness,10,noun,fairness|fairness;equity
unfaithful,10,adjective,faithful|faithful
unfaithfully,12,adverb,faithfully;dependably;reliably
unfaithfulness,14,noun,fidelity;faithfulness
unfamiliar,10,adjective,familiar
unfamiliarity,13,noun,familiarity
unfashionable,13,adjective,fashionable
unfashionably,13,adverb,fashionably
unfasten,8,verb,fasten|fasten
unfastened,10,verb,fasten|fasten
unfastened,10,adjective,fastened|shut|buttoned|tied
unfastening,11,verb,fasten|fasten
unfastidious,12,adjective,fastidious|fastidious
unfathomable,12,adjective,fathomable
unfavorable,11,adjective,favorable|favorable
unfavorableness,15,noun,favorableness
unfavorably,11,adverb,favorably
unfavourable,12,adjective,favorable|favorable
unfavourableness,16,noun,favorableness
unfavourably,12,adverb,favorably
unfeasibility,13,noun,feasibility
unfeathered,11,adjective,feathered
unfeelingly,11,adverb,feelingly
unfeignedly,11,adverb,insincerely
unfertile,9,adjective,fertile
unfilled,8,adjective,filled
unfinished,10,adjective,finished|finished
unfit,5,verb,qualify
unfit,5,adjective,fit|fit
unfitness,9,noun,fitness|ability|fitness
unfitting,9,verb,qualify
unfixed,7,adjective,fixed
unflattering,12,adjective,flattering
unfledged,9,adjective,fledged
unfocused,9,adjective,focused
unfocussed,10,adjective,focused
unfold,6,verb,fold
unfolding,9,verb,fold
unforceful,10,adjective,forceful
unforgettable,13,adjective,forgettable
unforgettably,13,adverb,unmemorably
unforgivably,12,adverb,excusably;pardonably;forgivably
unforgiving,11,adjective,forgiving
unforgivingly,13,adverb,forgivingly
unformed,8,adjective,formed
unfortunate,11,adjective,fortunate|auspicious
unfortunately,13,adverb,fortunately;luckily
unframed,8,adjective,framed
unfree,6,adjective,free|free
unfreeze,8,verb,block;freeze
unfretted,9,adjective,fretted
unfriendliness,14,noun,friendliness|friendliness
unfriendly,10,adjective,friendly|friendly
unfrozen,8,verb,block;freeze
unfrozen,8,adjective,frozen
unfruitful,10,adjective,fruitful
unfueled,8,adjective,fueled
unfunded,8,adjective,funded
unfurl,6,verb,roll up
unfurnished,11,adjective,furnished
unfurrowed,10,adjective,furrowed
ungathered,10,adjective,collected;gathered
ungeared,8,adjective,geared
ungenerous,10,adjective,generous|generous
unglazed,8,adjective,glazed|glazed
ungodliness,11,noun,godliness
ungracefully,12,adverb,graciously;gracefully
ungracious,10,adjective,gracious
ungraciously,12,adverb,graciously;gracefully
ungraciousness,14,noun,graciousness
ungrammatical,13,adjective,grammatical
ungrammatically,15,adverb,grammatically
ungrateful,10,adjective,grateful
ungratefully,12,adverb,gratefully;appreciatively
ungratefulness,14,noun,gratitude
ungreased,9,adjective,lubricated
ungregarious,12,adjective,gregarious|gregarious
ungroomed,9,adjective,groomed
ungrudgingly,12,adverb,grudgingly
unguiculate,11,adjective,ungulate
unguiculated,12,adjective,ungulate
unguided,8,adjective,guided
ungulate,8,adjective,unguiculate
ungulated,9,adjective,unguiculate
ungusseted,10,adjective,gusseted
unhallow,8,verb,consecrate
unhallowed,10,verb,consecrate
unhallowed,10,adjective,holy
unhappily,9,adverb,happily|happily
unhappiness,11,noun,happiness|happiness
unhappy,7,adjective,happy|euphoric
unhardened,10,adjective,tempered
unharmonious,12,adjective,harmonious
unharness,9,verb,harness
unheaded,8,adjective,headed
unhealthful,11,adjective,sanitary|healthful
unhealthfulness,15,noun,healthfulness
unhealthiness,13,noun,good health
unhealthy,9,adjective,healthy
unhearable,10,adjective,audible
unheeding,9,adjective,heedful
unhelpful,9,adjective,helpful
unhelpfully,11,adverb,helpfully
unhesitatingly,14,adverb,hesitantly
unhitch,7,verb,hitch
unholiness,10,noun,holiness
unholy,6,adjective,holy
unhook,6,verb,hook
unhumorous,10,adjective,humorous
unhurried,9,adjective,hurried
unhurriedly,11,adverb,hurriedly
unhygienically,14,adverb,hygienically
unicameral,10,adjective,bicameral
unidentifiable,14,adjective,identifiable
unidimensional,14,adjective,multidimensional
unidirectional,14,adjective,bidirectional
unification,11,noun,separation|disunion
unified,7,verb,disunify|divide
uniform,7,adjective,multiform|differentiated
uniformity,10,noun,nonuniformity
uniformness,11,noun,nonuniformity
unify,5,verb,disunify|divide
unifying,8,verb,disunify|divide
unilateral,10,adjective,multilateral
unilaterally,12,adverb,multilaterally
unilluminating,14,adjective,enlightening
unimaginatively,15,adverb,imaginatively
unimodal,8,adjective,bimodal
unimpaired,10,adjective,impaired
unimportance,12,noun,importance
unimportant,11,adjective,important|significant
unimpressionable,16,adjective,impressionable
unimpressive,12,adjective,impressive
unimpressively,14,adverb,impressively
unimproved,10,adjective,improved
uninflected,11,adjective,inflected|inflected|synthetic
uninfluential,13,adjective,influential
uninformative,13,adjective,informative
uninformatively,15,adverb,informatively;instructively
uninformed,10,adjective,informed
uninhabited,11,adjective,inhabited
uninhibited,11,adjective,inhibited
uninitiate,10,noun,initiate
uninjectable,12,adjective,injectable
uninjured,9,adjective,injured
uninquiring,11,adjective,inquiring
uninquisitive,13,adjective,inquiring
uninspiring,11,adjective,inspiring
uninstructive,13,adjective,instructive
uninstructively,15,adverb,informatively;instructively
uninsurability,14,noun,insurability
uninsured,9,adjective,insured
unintegrated,12,adjective,integrated|integrated
unintelligent,13,adjective,intelligent
unintelligently,15,adverb,intelligently
unintelligibility,17,noun,intelligibility
unintelligible,14,adjective,intelligible
unintelligibly,14,adverb,intelligibly
unintended,10,adjective,intended
unintentionally,15,adverb,intentionally;deliberately
uninterested,12,adjective,interested
uninteresting,13,adjective,interesting
uninterestingly,15,adverb,interestingly
uninterestingness,17,noun,interestingness
uninterrupted,13,adjective,discontinuous
unintrusive,11,adjective,intrusive
uninucleate,11,adjective,multinucleate
uninviting,10,adjective,inviting
